lon,lat,source
120.29,22.79,record
120.63,22.47,record
120.31,22.59,record
120.27,22.81,record
120.5,22.78,record
120.32,22.63,record
120.29,22.67,record
120.29,22.69,record
120.36,22.57,record
120.31,22.62,record
120.29,22.63,record
120.49,22.78,record
120.31,22.64,record
120.5,22.77,record
120.28,22.64,record
120.55,22.89,record
120.47,22.88,record
120.32,22.67,record
120.49,22.78,record
120.29,22.67,record
120.31,22.59,record
120.5,22.79,record
120.29,22.64,record
120.32,22.65,record
120.33,22.61,record
120.31,22.63,record
120.32,22.66,record
120.28,22.63,record
120.3,22.69,record
120.3,22.64,record
120.32,22.61,record
120.33,22.61,record
120.32,22.62,record
120.28,22.8,record
120.33,22.67,record
120.29,22.62,record
120.32,22.67,record
120.29,22.69,record
120.28,22.66,record
120.36,22.74,record
120.29,22.64,record
120.32,22.63,record
120.32,22.62,record
120.32,22.63,record
120.3,22.62,record
120.66,22.73,record
120.39,22.51,record
120.48,22.59,record
120.31,22.63,record
120.3,22.71,record
120.45,22.46,record
120.28,22.67,record
120.31,22.63,record
120.35,22.57,record
120.33,22.64,record
120.28,22.63,record
120.32,22.64,record
120.33,22.72,record
120.28,22.63,record
120.29,22.62,record
120.2,22.99,record
120.21,23.03,record
120.66,22.7,record
120.68,22.46,record
120.3,22.64,record
120.5,22.59,record
120.28,22.71,record
120.28,22.62,record
120.29,22.68,record
120.35,22.56,record
120.5,22.58,record
120.45,22.47,record
120.49,22.6,record
120.33,22.71,record
120.27,22.66,record
120.26,22.87,record
120.29,22.68,record
120.2,22.98,record
120.25,22.86,record
120.33,22.61,record
120.43,22.48,record
120.45,22.46,record
120.49,22.59,record
120.3,22.73,record
120.45,22.47,record
120.29,22.68,record
120.34,22.61,record
120.3,22.63,record
120.31,22.65,record
120.33,22.62,record
120.23,22.97,record
120.54,22.56,record
120.45,22.47,record
120.45,22.47,record
120.3,22.65,record
120.31,22.85,record
120.44,22.48,record
120.28,22.66,record
120.72,22.45,record
120.3,22.66,record
120.24,22.98,record
120.31,22.8,record
120.3,22.69,record
120.55,22.55,record
120.54,22.55,record
120.45,22.47,record
120.18,23.01,record
120.31,22.62,record
120.28,22.66,record
120.54,22.55,record
120.49,22.57,record
120.45,22.47,record
120.45,22.46,record
120.32,22.59,record
120.17,22.98,record
120.31,22.63,record
120.55,22.56,record
120.22,23.01,record
120.41,22.48,record
120.45,22.46,record
120.29,22.72,record
120.29,22.71,record
120.29,22.63,record
120.31,22.65,record
120.32,22.65,record
120.33,22.61,record
120.29,22.72,record
120.29,22.62,record
120.22,22.99,record
120.77,22.13,record
120.19,22.9,record
120.32,22.97,record
120.75,22.02,record
120.19,22.99,record
120.3,22.64,record
120.31,22.64,record
120.54,22.55,record
120.22,22.99,record
120.74,22.01,record
120.31,22.59,record
120.33,22.66,record
120.34,22.72,record
120.19,23,record
120.36,22.57,record
120.2,23.03,record
120.18,22.95,record
120.3,22.7,record
120.28,22.63,record
120.32,22.58,record
120.18,22.96,record
120.29,22.64,record
120.28,22.62,record
120.34,22.63,record
120.31,22.67,record
120.29,22.71,record
120.28,22.63,record
120.48,22.65,record
120.3,22.72,record
120.28,22.65,record
120.65,22.41,record
120.75,22,record
120.19,23,record
120.31,22.61,record
120.29,22.64,record
120.29,22.63,record
120.48,22.68,record
120.17,22.99,record
120.23,22.96,record
120.48,22.68,record
120.33,22.66,record
120.36,22.57,record
120.49,22.69,record
120.31,22.64,record
120.48,22.66,record
120.48,22.67,record
120.31,22.6,record
120.19,22.99,record
120.29,22.64,record
120.31,22.63,record
120.28,22.66,record
120.32,22.73,record
120.32,22.66,record
120.32,22.59,record
120.35,22.64,record
120.3,22.68,record
120.31,22.61,record
120.19,23.02,record
120.35,22.62,record
120.31,22.63,record
120.24,22.97,record
120.48,22.68,record
120.21,22.99,record
120.3,22.64,record
120.35,22.6,record
120.32,22.68,record
120.22,23.01,record
120.32,22.57,record
120.32,22.66,record
120.32,22.64,record
120.48,22.67,record
120.3,22.64,record
120.48,22.67,record
120.32,22.61,record
120.3,22.63,record
120.33,22.63,record
120.33,22.73,record
120.28,22.63,record
120.34,22.66,record
120.18,22.97,record
120.29,22.64,record
120.2,22.98,record
120.32,22.65,record
120.33,22.62,record
120.33,22.6,record
120.34,22.61,record
120.22,23,record
120.3,22.64,record
120.28,22.63,record
120.19,22.98,record
120.3,22.63,record
120.35,22.57,record
120.34,22.64,record
120.51,22.69,record
120.29,22.64,record
120.28,22.62,record
120.38,22.55,record
120.32,22.63,record
120.33,22.65,record
120.3,22.61,record
120.31,22.63,record
120.35,22.63,record
120.27,22.67,record
120.31,22.62,record
120.21,23.02,record
120.23,23,record
120.3,22.64,record
120.29,22.67,record
120.49,22.68,record
120.23,22.97,record
120.35,22.61,record
120.5,22.68,record
120.35,22.61,record
120.3,22.63,record
120.19,22.96,record
120.33,22.64,record
120.35,22.57,record
120.49,22.67,record
120.32,22.62,record
120.27,22.64,record
120.3,22.63,record
120.33,22.63,record
120.31,22.66,record
120.33,22.66,record
120.29,22.68,record
120.32,22.64,record
120.33,22.62,record
120.29,22.62,record
120.3,22.62,record
120.28,22.66,record
120.36,22.56,record
120.32,22.63,record
120.32,22.65,record
120.3,22.64,record
120.3,22.62,record
120.3,22.69,record
120.32,22.64,record
120.28,22.65,record
120.34,22.6,record
120.31,22.59,record
120.32,22.62,record
120.49,22.67,record
120.3,22.63,record
120.49,22.67,record
120.3,22.64,record
120.32,22.63,record
120.28,22.63,record
120.33,22.63,record
120.34,22.64,record
120.29,22.69,record
120.33,22.64,record
120.3,22.64,record
120.48,22.67,record
120.29,22.64,record
120.34,22.54,record
120.3,22.67,record
120.49,22.66,record
120.49,22.67,record
120.34,22.64,record
120.32,22.57,record
120.28,22.71,record
120.33,22.65,record
120.32,22.66,record
120.3,22.64,record
120.31,22.72,record
120.3,22.62,record
120.32,22.64,record
120.32,22.65,record
120.35,22.64,record
120.28,22.63,record
120.32,22.63,record
120.31,22.62,record
120.33,22.59,record
120.34,22.64,record
120.32,22.61,record
120.34,22.61,record
120.33,22.64,record
120.49,22.67,record
120.31,22.61,record
120.28,22.64,record
120.33,22.63,record
120.33,22.6,record
120.28,22.64,record
120.36,22.7,record
120.27,22.65,record
120.28,22.64,record
120.29,22.71,record
120.31,22.62,record
120.32,22.63,record
120.33,22.6,record
120.3,22.71,record
120.33,22.62,record
120.49,22.67,record
120.29,22.63,record
120.33,22.64,record
120.33,22.6,record
120.32,22.65,record
120.3,22.64,record
120.32,22.72,record
120.3,22.71,record
120.34,22.63,record
120.4,22.54,record
120.35,22.58,record
120.35,22.62,record
120.34,22.63,record
120.32,22.6,record
120.3,22.64,record
120.33,22.61,record
120.3,22.65,record
120.32,22.59,record
120.35,22.57,record
120.34,22.6,record
120.33,22.65,record
120.3,22.75,record
120.19,23.02,record
120.33,22.62,record
120.33,22.6,record
120.31,22.72,record
120.33,22.59,record
120.35,22.62,record
120.29,22.64,record
120.3,22.65,record
120.33,22.6,record
120.33,22.59,record
120.33,22.62,record
120.32,22.61,record
120.26,22.72,record
120.33,22.58,record
120.34,22.64,record
120.31,22.59,record
120.48,22.67,record
120.49,22.67,record
120.3,22.61,record
120.34,22.63,record
120.32,22.62,record
120.33,22.59,record
120.34,22.61,record
120.24,22.99,record
120.33,22.58,record
120.29,22.67,record
120.29,22.63,record
120.19,22.98,record
120.34,22.73,record
120.28,22.62,record
120.34,22.61,record
120.37,22.57,record
120.34,22.64,record
120.22,22.96,record
120.32,22.62,record
120.34,22.59,record
120.31,22.62,record
120.29,22.72,record
120.31,22.62,record
120.28,22.63,record
120.31,22.65,record
120.3,22.61,record
120.33,22.6,record
120.31,22.61,record
120.34,22.62,record
120.48,22.67,record
120.32,22.62,record
120.34,22.63,record
120.16,23,record
120.33,22.65,record
120.38,22.63,record
120.36,22.62,record
120.38,22.55,record
120.19,23.01,record
120.34,22.65,record
120.33,22.59,record
120.3,22.62,record
120.32,22.62,record
120.34,22.59,record
120.34,22.61,record
120.33,22.61,record
120.3,22.62,record
120.32,22.62,record
120.31,22.59,record
120.33,22.61,record
120.38,22.57,record
120.34,22.6,record
120.33,22.61,record
120.32,22.58,record
120.32,22.65,record
120.33,22.61,record
120.31,22.62,record
120.33,22.61,record
120.33,22.65,record
120.31,23.04,record
120.36,22.57,record
120.35,22.56,record
120.32,22.59,record
120.36,22.57,record
120.31,22.59,record
120.3,22.6,record
120.45,22.66,record
120.31,22.59,record
120.31,22.6,record
120.35,22.56,record
120.33,22.6,record
120.32,22.59,record
120.3,22.6,record
120.29,22.63,record
120.31,22.62,record
120.33,22.61,record
120.35,22.58,record
120.31,22.59,record
120.38,22.55,record
120.31,22.62,record
120.33,22.95,record
120.31,22.59,record
120.31,22.59,record
120.33,22.66,record
120.31,22.62,record
120.32,22.61,record
120.32,22.58,record
120.29,22.72,record
120.33,22.65,record
120.34,22.61,record
120.32,22.58,record
120.33,22.61,record
120.32,22.61,record
120.33,22.59,record
120.33,22.59,record
120.34,22.61,record
120.34,22.61,record
120.32,22.58,record
120.33,22.6,record
120.33,22.62,record
120.36,22.57,record
120.32,22.59,record
120.32,22.59,record
120.31,22.61,record
120.31,22.68,record
120.33,22.6,record
120.3,22.61,record
120.32,22.6,record
120.29,22.67,record
120.33,22.6,record
120.3,22.65,record
120.3,22.62,record
120.31,22.62,record
120.19,23.02,record
120.33,22.58,record
120.33,22.6,record
120.32,22.57,record
120.36,22.57,record
120.32,22.61,record
120.19,23,record
120.3,22.66,record
120.3,22.62,record
120.32,22.59,record
120.32,22.57,record
120.33,22.6,record
120.33,22.58,record
120.31,22.59,record
120.31,22.61,record
120.3,22.68,record
120.2,23.01,record
120.33,22.58,record
120.35,22.63,record
120.34,22.6,record
120.34,22.6,record
120.3,22.64,record
120.19,23.01,record
120.31,22.67,record
120.31,22.63,record
120.35,22.63,record
120.3,22.63,record
120.32,22.58,record
120.33,22.6,record
120.32,22.62,record
120.19,23,record
120.19,23,record
120.34,22.64,record
120.33,22.61,record
120.3,22.62,record
120.35,22.57,record
120.33,22.58,record
120.33,22.6,record
120.34,22.63,record
120.28,22.64,record
120.18,23.01,record
120.32,22.57,record
120.33,22.59,record
120.31,22.66,record
120.34,22.61,record
120.28,22.63,record
120.29,22.67,record
120.32,22.58,record
120.31,22.59,record
120.33,22.57,record
120.3,22.67,record
120.32,22.61,record
120.3,22.73,record
120.29,22.67,record
120.33,22.59,record
120.34,22.6,record
120.35,22.62,record
120.36,22.57,record
120.35,22.57,record
120.33,22.6,record
120.32,22.64,record
120.34,22.63,record
120.32,22.64,record
120.23,22.98,record
120.38,22.62,record
120.32,22.59,record
120.3,22.7,record
120.36,22.56,record
120.3,22.6,record
120.33,22.59,record
120.31,22.58,record
120.33,22.6,record
120.31,22.59,record
120.2,23.01,record
120.33,22.63,record
120.33,22.6,record
120.35,22.62,record
120.33,22.6,record
120.29,22.63,record
120.31,22.59,record
120.32,22.63,record
120.32,22.64,record
120.23,23.01,record
120.32,22.67,record
120.32,22.57,record
120.35,22.56,record
120.32,22.59,record
120.34,22.61,record
120.33,22.58,record
120.3,22.69,record
120.33,22.57,record
120.33,22.65,record
120.33,22.58,record
120.33,22.64,record
120.33,22.57,record
120.32,22.59,record
120.31,22.59,record
120.31,22.59,record
120.32,22.59,record
120.37,22.63,record
120.3,22.61,record
120.33,22.58,record
120.33,22.65,record
120.33,22.6,record
120.33,22.58,record
120.33,22.61,record
120.23,23,record
120.37,22.63,record
120.41,22.6,record
120.28,22.65,record
120.29,22.6,record
120.32,22.61,record
120.33,22.6,record
120.32,22.59,record
120.33,22.6,record
120.34,22.63,record
120.33,22.59,record
120.33,22.58,record
120.32,22.58,record
120.32,22.57,record
120.33,22.61,record
120.35,22.59,record
120.37,22.57,record
120.33,22.61,record
120.36,22.62,record
120.32,22.59,record
120.34,22.57,record
120.37,22.63,record
120.36,22.57,record
120.34,22.61,record
120.33,22.58,record
120.33,22.56,record
120.24,23.01,record
120.3,22.63,record
120.2,23,record
120.33,22.61,record
120.34,22.59,record
120.32,22.59,record
120.32,22.64,record
120.34,22.6,record
120.19,22.99,record
120.23,23.01,record
120.36,22.57,record
120.34,22.56,record
120.32,22.57,record
120.46,23.12,record
120.32,22.59,record
120.33,22.59,record
120.34,22.57,record
120.32,22.57,record
120.33,22.59,record
120.33,22.63,record
120.28,22.63,record
120.32,22.57,record
120.35,22.57,record
120.33,22.62,record
120.23,23.01,record
120.19,22.97,record
120.33,22.62,record
120.33,22.57,record
120.3,22.64,record
120.33,22.6,record
120.32,22.57,record
120.29,22.64,record
120.25,23.02,record
120.36,22.57,record
120.32,22.57,record
120.34,22.6,record
120.33,22.57,record
120.33,22.57,record
120.34,22.6,record
120.33,22.57,record
120.34,22.56,record
120.32,22.57,record
120.23,23.02,record
120.33,22.62,record
120.36,22.57,record
120.22,23,record
120.32,22.6,record
120.25,23.01,record
120.29,22.69,record
120.32,22.62,record
120.23,23.01,record
120.32,22.64,record
120.3,22.62,record
120.29,22.67,record
120.23,23.01,record
120.36,22.57,record
120.34,22.57,record
120.23,22.99,record
120.3,22.63,record
120.33,22.57,record
120.34,22.63,record
120.35,22.57,record
120.33,22.57,record
120.32,22.57,record
120.31,22.63,record
120.32,22.57,record
120.34,22.6,record
120.31,22.63,record
120.32,22.61,record
120.33,22.57,record
120.29,22.69,record
120.29,22.62,record
120.33,22.57,record
120.31,22.63,record
120.27,22.87,record
120.29,22.71,record
120.16,23,record
120.3,22.66,record
120.29,22.63,record
120.31,22.6,record
120.28,22.62,record
120.29,22.62,record
120.32,22.66,record
120.31,22.62,record
120.32,22.6,record
120.3,22.69,record
120.33,22.63,record
120.29,22.72,record
120.23,23.02,record
120.22,22.98,record
120.36,22.63,record
120.33,22.66,record
120.3,22.67,record
120.29,22.71,record
120.32,22.64,record
120.31,22.64,record
120.3,22.64,record
120.29,22.64,record
120.28,22.62,record
120.31,22.59,record
120.28,22.63,record
120.27,23.01,record
120.33,22.73,record
120.34,22.63,record
120.33,22.6,record
120.32,22.66,record
120.33,22.66,record
120.3,22.63,record
120.22,22.98,record
120.29,22.69,record
120.33,22.62,record
120.29,22.72,record
120.29,22.62,record
120.32,22.67,record
120.28,22.66,record
120.2,23,record
120.37,22.63,record
120.36,22.57,record
120.36,22.56,record
120.31,22.64,record
120.29,22.64,record
120.29,22.62,record
120.32,22.57,record
120.3,22.63,record
120.19,23.04,record
120.34,22.63,record
120.24,23,record
120.37,22.62,record
120.29,22.68,record
120.32,22.66,record
120.32,22.66,record
120.32,22.64,record
120.31,22.59,record
120.29,22.64,record
120.22,22.98,record
120.29,22.72,record
120.33,22.64,record
120.31,22.58,record
120.32,22.67,record
120.29,22.63,record
120.49,23.1,record
120.32,22.64,record
120.35,22.6,record
120.36,22.57,record
120.29,22.73,record
120.31,22.64,record
120.28,22.64,record
120.23,23,record
120.46,23.12,record
120.2,23,record
120.31,22.61,record
120.29,22.68,record
120.3,22.67,record
120.32,22.59,record
120.32,22.58,record
120.33,22.62,record
120.31,22.68,record
120.25,23.01,record
120.32,22.66,record
120.32,22.59,record
120.28,22.71,record
